,teleplay_id,name,rating
48,13601,Psycho-Pass,7.799972736527817
49,30230,Diamond no Ace: Second Season,7.787370810502717
50,205,Samurai Champloo,7.777251956154473
51,32282,Shokugeki no Souma: Ni no Sara,7.763857818800265
52,7655,Major S6,7.718426368771105
53,2246,Mononoke,7.710755407376344
54,2921,Ashita no Joe 2,7.660371668958254
55,136,Hunter x Hunter,7.649145808915358
56,30503,Noragami Aragoto,7.647990898264566
57,12531,Sakamichi no Apollon,7.62808648838331
58,467,Ghost in the Shell: Stand Alone Complex,7.604542714176303
59,2559,Romeo no Aoi Sora,7.59234329128046
60,11771,Kuroko no Basket,7.572022547823961
61,1698,Nodame Cantabile,7.567989527331087
62,9260,Kizumonogatari I: Tekketsu-hen,7.567071909007451
63,31181,Owarimonogatari,7.549120622019604
64,45,Rurouni Kenshin: Meiji Kenkaku Romantan,7.527408071070834
65,1365,Detective Conan Movie 06: The Phantom of Baker Street,7.518816721394669
66,627,Major S1,7.499478200429561
67,4081,Natsume Yuujinchou,7.494060892667535
68,4155,One Piece Film: Strong World,7.490803849097867
69,139,Hunter x Hunter: Greed Island Final,7.488454784163628
70,23317,Kuroshitsuji: Book of Murder,7.484914798337376
71,558,Major S2,7.477237773180995
72,57,Beck,7.474642460144402
73,33,Berserk,7.44288811425254
74,1842,Major S3,7.4259352932355185
75,6336,Mobile Suit Gundam Unicorn,7.416019868129875
76,20651,Natsume Yuujinchou: Itsuka Yuki no Hi ni,7.415497616283613
77,264,Hajime no Ippo: Champion Road,7.39806539643677
78,853,Ouran Koukou Host Club,7.393983337752353
79,5460,Detective Conan Movie 13: The Raven Chaser,7.393757234477379
80,6746,Durarara!!,7.393142922349344
81,5690,Nodame Cantabile Finale,7.392754091743776
82,34240,Shelter,7.374920381426884
83,6811,InuYasha: Kanketsu-hen,7.374510305242669
84,16664,Kaguya-hime no Monogatari,7.331589524615792
85,1604,Katekyo Hitman Reborn!,7.310976916398553
86,22145,Kuroshitsuji: Book of Circus,7.309722123377131
87,31964,Boku no Hero Academia,7.304592790085143
88,19363,Gin no Saji 2nd Season,7.295132208046065
89,9863,SKET Dance,7.294612251654215
90,3226,Major S4,7.291744670763231
91,21557,Omoide no Marnie,7.2904988593407385
92,31715,Working!!!: Lord of the Takanashi,7.283086835652117
93,31051,Kuroko no Basket: Saikou no Present Desu,7.280066119446637
94,32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,7.2758065303957355
95,28223,Death Parade,7.2723380598492495
96,138,Hunter x Hunter: Greed Island,7.261800694389978
97,6675,Redline,7.259759465879071
98,32005,Detective Conan Movie 20: The Darkest Nightmare,7.235304567957042
99,813,Dragon Ball Z,7.229996415834984
100,28725,Kokoro ga Sakebitagatterunda.,7.228947761689678
101,31490,One Piece Film: Gold,7.22015307742671
102,759,Tokyo Godfathers,7.207452561530081
103,9735,Gintama: Shinyaku Benizakura-hen,7.186209530592853
104,11123,Sekaiichi Hatsukoi 2,7.182510027112833
105,33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,7.172305362609752
106,1519,Black Lagoon: The Second Barrage,7.170860054090681
107,5681,Summer Wars,7.169507691531284
108,3901,Baccano! Specials,7.160754855718149
109,6467,Detective Conan Movie 14: The Lost Ship in the Sky,7.153999609531142
110,22507,Initial D Final Stage,7.147221208120441
111,19123,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,7.137294231605336
112,4722,Skip Beat!,7.125036791323463
113,24277,Yowamushi Pedal: Grande Road,7.12311706482777
114,239,Gankutsuou,7.120712688415301
115,512,Majo no Takkyuubin,7.115464187084692
116,4477,Nodame Cantabile: Paris-hen,7.113847809558055
117,31174,Osomatsu-san,7.113461967556961
118,23327,Space☆Dandy 2nd Season,7.10507761906277
119,3702,Detroit Metal City,7.101797735575692
120,1257,Saint Seiya: Meiou Hades Juuni Kyuu-hen,7.097626633746335
121,23283,Zankyou no Terror,7.090140152862464
122,2025,Darker than Black: Kuro no Keiyakusha,7.084166397831108
123,1364,Detective Conan Movie 05: Countdown to Heaven,7.077314226759524
124,18689,Diamond no Ace,7.0764662010856805
125,22043,Fairy Tail (2014),7.070118761392992
126,20899,JoJo no Kimyou na Bouken: Stardust Crusaders,7.056795119135664
127,23623,Non Non Biyori Repeat,7.056408585848785
128,1382,Yuusha-Ou GaoGaiGar Final,7.055872706109801
129,18,Initial D Fourth Stage,7.052707273163885
130,4814,Junjou Romantica 2,7.05170633203675
131,16662,Kaze Tachinu,7.045395197390071
132,12031,Kingdom,7.044311132311945
133,8129,Kuragehime,7.0430124238037
134,2581,Mobile Suit Gundam 00,7.024326694186538
135,30015,ReLIFE,7.016741456658226
136,6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,7.010695079021046
137,1827,Seirei no Moribito,7.006615552919064
138,25013,Akatsuki no Yona,6.99726777478616
139,1367,Detective Conan Movie 08: Magician of the Silver Sky,6.991171966621201
140,27833,Durarara!!x2 Ketsu,6.991091396760832
141,26213,Free!: Eternal Summer Special,6.987738702909757
142,1974,Glass no Kamen (2005),6.982781471618963
143,12069,Hajime no Ippo: Boxer no Kobushi,6.97735466340106
144,18679,Kill la Kill,6.970877552861784
145,721,Princess Tutu,6.961557943987744
146,2402,Ashita no Joe,6.959265015535764
147,1566,Ghost in the Shell: Stand Alone Complex - Solid State Society,6.950833936757447
148,440,Shoujo Kakumei Utena,6.94616810640929
149,1506,Detective Conan Movie 10: Requiem of the Detectives,6.943977713241547
150,3016,Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,6.9331015899172685
151,3927,Mobile Suit Gundam 00 Second Season,6.932095664859165
152,24833,Ansatsu Kyoushitsu (TV),6.930204639594012
153,29893,Aria The Avvenire,6.921566321694153
154,27663,Baby Steps 2nd Season,6.920918507139278
155,1482,D.Gray-man,6.916818329308795
156,3371,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari",6.916352657843186
157,25313,Gintama: Jump Festa 2014 Special,6.91590988147326
158,1914,Saiunkoku Monogatari 2nd Season,6.911365054121598
159,20371,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,6.903294629436756
160,2164,Dennou Coil,6.895890608764002
161,237,Eureka Seven,6.89175589904083
162,2449,Ghost in the Shell: Stand Alone Complex - The Laughing Man,6.884033250373087
163,16918,Gin no Saji,6.87974078738481
164,1486,Kodomo no Omocha (TV),6.877537150222054
165,24997,Love Live! The School Idol Movie,6.874407917846245
166,8063,Sekaiichi Hatsukoi OVA,6.866643302674299
167,25879,Working!!!,6.860638462447239
168,889,Black Lagoon,6.858727576610503
169,21419,Detective Conan Movie 18: The Sniper from Another Dimension,6.8523327641168885
170,731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,6.850452900333143
171,31149,Persona 3 the Movie 4: Winter of Rebirth,6.849709512079281
172,781,Detective Conan Movie 03: The Last Wizard of the Century,6.847594958806168
173,25649,Junjou Romantica 3,6.843658610606511
174,5029,Major Movie: Yuujou no Winning Shot,6.837976526327911
175,302,Mirai Shounen Conan,6.821741156995466
176,8740,One Piece Film: Strong World Episode 0,6.815042462845364
177,18179,Yowamushi Pedal,6.810620995309248
178,4901,Black Lagoon: Roberta&#039;s Blood Trail,6.809347142805954
179,23199,Durarara!!x2 Shou,6.808321221756483
180,32122,Gintama: Jump Festa 2015 Special,6.797698585245636
181,30415,High☆Speed!: Free! Starting Days,6.797057533860889
182,851,Kyou kara Ore wa!!,6.789403202538801
183,10049,Nurarihyon no Mago: Sennen Makyou,6.780376044210287
184,9926,Sekaiichi Hatsukoi,6.7750271010385745
185,31173,Akagami no Shirayuki-hime 2nd Season,6.771682817393181
186,589,Ginga Nagareboshi Gin,6.761620262084087
187,15059,Initial D Fifth Stage,6.755253474179686
188,20815,Sekaiichi Hatsukoi: Valentine-hen,6.740570755974175
189,9963,Detective Conan Movie 15: Quarter of Silence,6.739470957194847
190,32551,Digimon Adventure tri. 3: Kokuhaku,6.738235133181664
191,2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,6.735944995850765
192,14713,Kamisama Hajimemashita,6.735065279790619
193,81,Mobile Suit Gundam: The 08th MS Team,6.735027483855113
194,9204,Omae Umasou da na,6.732094214468177
195,31098,Ushio to Tora (TV) 2nd Season,6.729798258994535
196,1023,Wolf&#039;s Rain OVA,6.721465970351709
197,24921,Aoki Hagane no Arpeggio: Ars Nova Cadenza,6.7147240278487255
198,1471,City Hunter 2,6.712540473149787
199,27831,Durarara!!x2 Ten,6.707258321922566
200,4672,Ghost in the Shell 2.0,6.705223595824944
201,3907,Ginga Sengoku Gunyuuden Rai,6.7034175920248815
202,186,Initial D Second Stage,6.698428106974315
203,30885,Noragami Aragoto OVA,6.69211907934038
204,21469,Stand By Me Doraemon,6.691761206518687
205,9941,Tiger &amp; Bunny,6.6893269029987055
206,28297,Ore Monogatari!!,6.6855984392920655
207,29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,6.685062864911503
208,2154,Tekkon Kinkreet,6.681813552202357
209,6505,There She Is!!,6.680355854034591
210,3665,Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu,6.677795604977237
211,9996,Hyouge Mono,6.676739691047484
212,3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,6.674620493687344
213,645,Hikaru no Go: Journey to the North Star Cup,6.672644816813459
214,11135,Hybrid Child,6.672068325879064
215,13767,Junjou Romantica OVA,6.668254823388314
216,6774,Kuuchuu Buranko,6.665320269007631
217,1089,Macross: Do You Remember Love?,6.6648667202742695
218,25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,6.66384225369602
219,2752,Prince of Tennis: The National Tournament Semifinals,6.656500532600738
220,15,Eyeshield 21,6.656096531462007
221,122,Full Moon wo Sagashite,6.651922457597729
222,3588,Soul Eater,6.646826274662122
223,16916,Kuroko no Basket: Tip Off,6.6439634744633675
224,2143,Saiyuuki Reload: Burial,6.642703954142682
225,6582,Tentai Senshi Sunred 2nd Season,6.640861031228295
226,2158,Terra e... (TV),6.635197900323804
227,22319,Tokyo Ghoul,6.634219073813798
228,6438,Detective Conan OVA 09: The Stranger in 10 Years...,6.633868645431099
229,33032,Drifters: Special Edition,6.632323993211426
230,227,FLCL,6.630484085020676
231,4898,Kuroshitsuji,6.624372034312302
232,7222,Macross F Movie 2: Sayonara no Tsubasa,6.614122246102063
233,22097,Magi: Sinbad no Bouken,6.612534508774754
234,957,Saiunkoku Monogatari,6.606727003485153
235,2623,Flanders no Inu (Movie),6.605857920662032
236,18429,Lupin III vs. Detective Conan: The Movie,6.602082848254654
237,28,Yakitate!! Japan,6.601879156788581
238,9513,Beelzebub,6.599969474334402
239,8408,Durarara!! Specials,6.598902135220643
240,13331,Jormungand: Perfect Order,6.597692912764275
241,29803,Overlord,6.595917142102785
242,22,Prince of Tennis,6.591144268942379
243,2618,Takarajima,6.585096587253513
244,30279,Yuru Yuri San☆Hai!,6.5849507495511865
245,28755,Boruto: Naruto the Movie,6.58260939821094
246,10029,Coquelicot-zaka kara,6.578507006795813
247,790,Ergo Proxy,6.578193208469687
248,5630,Higashi no Eden,6.575472194797097
249,2829,Ie Naki Ko Remi,6.571719676239827
250,416,Kurenai no Buta,6.569168116423853
251,30240,Prison School,6.567763439923226
252,1254,Saint Seiya,6.56548787045362
253,2605,Sayonara Zetsubou Sensei,6.5608578353933025
254,3228,Zoku Sayonara Zetsubou Sensei,6.559457847044393
255,1485,Akachan to Boku,6.5557890687941525
256,3572,Macross F,6.55061463187601
257,114,Sakigake!! Cromartie Koukou,6.5489748827620575
258,11813,Shijou Saikyou no Deshi Kenichi OVA,6.535644600136209
259,22777,Dragon Ball Kai (2014),6.532648671948178
260,29787,Gochuumon wa Usagi Desu ka??,6.530771756748718
261,12815,Shirokuma Cafe,6.529411015987861
262,12017,Tiger &amp; Bunny Movie 2: The Rising,6.529321102620662
263,1470,City Hunter,6.52523427191062
264,780,Detective Conan Movie 02: The Fourteenth Target,6.52431184659879
265,2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,6.523514997755044
266,17273,Hetalia: The Beautiful World Specials,6.521581805631937
267,18661,Kamisama Hajimemashita OVA,6.521513731790865
268,31973,Mobile Suit Gundam Thunderbolt,6.519940414416925
269,996,Bishoujo Senshi Sailor Moon: Sailor Stars,6.515903175172641
270,9465,Break Blade 4: Sanka no Chi,6.5132758530010415
271,967,Hokuto no Ken,6.511208298631864
272,1695,Les Misérables: Shoujo Cosette,6.511144336601933
273,2753,Ushiro no Shoumen Daare,6.509051734014819
274,779,Detective Conan Movie 01: The Timed Skyscraper,6.507481515832812
275,19319,Gundam Build Fighters,6.504991248780714
276,15195,Hetalia: The Beautiful World,6.504310293445055
277,187,Initial D Third Stage,6.50381648863833
278,30311,Kuroko no Basket 3rd Season NG-shuu,6.503369099856711
279,597,Neko no Ongaeshi,6.5028416242786955
280,28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",6.500248955598995
281,31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",6.497998389745407
282,1571,Ghost Hunt,6.494070338501404
283,267,Gungrave,6.49094716591097
284,253,Jungle wa Itsumo Hare nochi Guu,6.489761823706569
285,22673,Kuroko no Basket 2nd Season NG-shuu,6.488489980495454
286,4080,Kyou kara Maou! 3rd Series,6.484914156337
287,27947,Lupin III (2015),6.484742681660194
288,12917,Madang-Eul Naon Amtalg,6.484111337112516
289,569,Musekinin Kanchou Tylor,6.482127992651751
290,15771,Saint☆Oniisan (Movie),6.480636513422303
291,397,Seikai no Senki II,6.479861726648553
292,11001,Toshokan Sensou: Kakumei no Tsubasa,6.478555575502536
293,17909,Uchouten Kazoku,6.474587136323918
294,21185,Baby Steps,6.473954787344216
295,9724,Break Blade 5: Shisen no Hate,6.47359924129331
296,2076,Kindaichi Shounen no Jikenbo (TV),6.471816845870536
297,31251,Mobile Suit Gundam: Iron-Blooded Orphans,6.471721761763172
298,5485,Shin Mazinger Shougeki! Z-hen,6.4697582071593365
299,5005,Tentai Senshi Sunred,6.467934656041788
300,890,Yuusha-Ou GaoGaiGar,6.467911806268578
301,269,Bleach,6.463402675639967
302,1472,City Hunter 3,6.462378176473644
303,33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,6.457907820279707
304,7304,Detective Conan Movie 08: Time Travel of the Silver Sky,6.457617100022136
305,8609,Detective Conan OVA 10: Kid in Trap Island,6.456799567724072
306,6033,Dragon Ball Kai,6.454633768772531
307,8479,Hetalia World Series,6.4540823299396
308,254,Jungle wa Itsumo Hare nochi Guu Deluxe,6.452773814148768
309,25517,Magic Kaito 1412,6.45259491529913
310,31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,6.4514977113857555
311,2150,Tanoshii Muumin Ikka,6.451093690919159
312,9252,Break Blade 3: Kyoujin no Ato,6.449309813624836
313,1505,Detective Conan Movie 09: Strategy Above the Depths,6.448645537239004
314,4447,Detective Conan Movie 12: Full Score of Fear,6.445507388393674
315,22265,Free!: Eternal Summer,6.44532548334962
316,13117,Hakuouki Movie 1: Kyoto Ranbu,6.442004402188467
317,20159,Pokemon: The Origin,6.441591004506719
318,32998,91 Days,6.441546593447416
319,30123,Akagami no Shirayuki-hime,6.441527961619436
320,24471,Hoozuki no Reitetsu OVA,6.435321686760656
321,516,Keroro Gunsou,6.4296407530512685
322,1425,Lupin III: Part II,6.429471232353241
323,5310,Macross F Movie 1: Itsuwari no Utahime,6.4259308607295225
324,8038,Nodame Cantabile Finale Special,6.424927155043591
325,6154,Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,6.424771310690001
326,7588,Saraiya Goyou,6.42291816269847
327,31711,To LOVE-Ru Darkness 2nd Specials,6.420974778941374
328,2265,Transformers the Movie,6.42044410183762
329,23249,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,6.413209566492708
330,202,Wolf&#039;s Rain,6.410682632283322
331,9919,Ao no Exorcist,6.408205801247929
332,10090,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,6.40803316895706
333,1824,Hadashi no Gen,6.4079996489088416
334,30745,Kyoukai no Kanata Movie: I&#039;ll Be Here - Kako-hen - Yakusoku no Kizuna,6.4070003760833325
335,19613,New Initial D Movie: Legend 1 - Kakusei,6.404235487594001
336,388,Capeta,6.403525228266581
337,28999,Charlotte,6.400527717709843
338,1473,City Hunter &#039;91,6.4004265423310125
339,33221,Mobile Suit Gundam Thunderbolt: December Sky,6.399654626677894
340,31592,Pokemon XY&amp;Z,6.3987836031456835
341,31380,To LOVE-Ru Darkness 2nd OVA,6.398435349641259
342,21405,Bokura wa Minna Kawaisou,6.398432524449057
343,2761,Densetsu Kyojin Ideon: Hatsudou-hen,6.397795607756802
344,1491,Ginga Tetsudou 999,6.396128586306342
345,106,Hana yori Dango,6.395008736734074
346,5835,Hanasakeru Seishounen,6.394400983566242
347,2828,Ie Naki Ko,6.393166398240941
348,4087,Michiko to Hatchin,6.3905948973453155
349,28881,New Initial D Movie: Legend 2 - Tousou,6.387829300897093
350,582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,6.385224703179517
351,552,Digimon Adventure,6.384411024336162
352,13629,Furiko,6.3835667204160265
353,7645,Heartcatch Precure!,6.382759987485521
354,249,InuYasha,6.38275945738556
355,4886,InuYasha: Kuroi Tessaiga,6.38253355566381
356,6115,Lupin III vs. Detective Conan,6.382000908205171
357,80,Mobile Suit Gundam,6.381559326146881
358,20767,Noragami OVA,6.3788106605452946
359,1921,Urusei Yatsura Movie 2: Beautiful Dreamer,6.378397052767058
360,1562,Yamato Nadeshiko Shichihenge♥,6.376344601400792
361,11737,Ao no Exorcist Movie,6.376033666656529
362,28249,Arslan Senki (TV),6.375659589703938
363,1520,Black Jack,6.373851644793072
364,30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,6.370796210152141
365,10497,Hetalia World Series Specials,6.370095773785229
366,875,Mind Game,6.369205016525963
367,16870,The Last: Naruto the Movie,6.369090623969108
368,479,The Law of Ueki,6.369080718200875
369,31859,Hai to Gensou no Grimgar,6.367571126265899
370,90,Mobile Suit Gundam Wing,6.367302509122786
371,91,Mobile Suit Gundam Wing: Endless Waltz,6.3670632254571995
372,2594,Piano no Mori,6.366690542999931
373,210,Ranma ½,6.366547090054297
374,1007,Ranma ½ OVA,6.366461765091361
375,2582,Soukou Kihei Votoms,6.36202759026892
376,1000,Uchuu Kaizoku Captain Harlock,6.361031114429638
377,8514,Break Blade 2: Ketsubetsu no Michi,6.3605427531483105
378,951,Chibi Maruko-chan,6.360260104924265
379,12117,Detective Conan Movie 16: The Eleventh Striker,6.3590537826897595
380,19115,Giovanni no Shima,6.357823711490232
381,6904,Hellsing I: Digest for Freaks,6.356993374991391
382,22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,6.354733783287111
383,4454,Macross F: Close Encounter - Deculture Edition,6.354288348617199
384,32547,Non Non Biyori Repeat OVA,6.353865038793222
385,16239,One Piece: Episode of Luffy - Hand Island no Bouken,6.350641513688991
386,31772,One Punch Man Specials,6.3502795213341265
387,396,Seikai no Senki,6.348197944796441
388,20057,Space☆Dandy,6.3480096322263915
389,7305,Detective Conan Movie 10: Promo Special,6.345505291829544
390,2405,Hello! Lady Lynn,6.342515863003059
391,82,Mobile Suit Gundam 0080: War in the Pocket,6.3421588406423
392,30347,Nanatsu no Taizai OVA,6.342024509478575
393,31704,One Punch Man: Road to Hero,6.339247975318453
394,1699,Romeo x Juliet,6.335213057674604
395,29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,6.332130891301876
396,30868,Ajin Part 1: Shoudou,6.330836610299909
397,14735,Detective Conan Movie 17: Private Eye in the Distant Sea,6.32892456715803
398,10350,Hakuouki Sekkaroku,6.32874720841736
399,20431,Hoozuki no Reitetsu,6.327135865724181
400,15487,Kuroko no Basket NG-shuu,6.325451925029604
401,1462,Memories,6.321789971630808
402,13667,Naruto: Shippuuden Movie 6 - Road to Ninja,6.319333069498229
403,28927,Owari no Seraph: Nagoya Kessen-hen,6.3176817468400035
404,398,Seikai no Senki III,6.314934080669827
405,12883,Tsuritama,6.314918394838792
406,30413,Yowamushi Pedal Movie,6.3145084096391235
407,30902,Yuru Yuri Nachuyachumi!+,6.3144227920753355
408,3841,Chi&#039;s Sweet Home,6.313966549432126
409,33082,Kingsglaive: Final Fantasy XV,6.313712038199778
410,1096,Mobile Police Patlabor 2: The Movie,6.312698683538315
411,290,Seikai no Monshou,6.310746782487822
412,5074,Tetsuwan Birdy Decode:02,6.310346725319718
413,31733,Bishoujo Senshi Sailor Moon Crystal Season III,6.309787149829132
414,1690,Bokurano,6.309384274426037
415,4177,Bounen no Xamdou,6.307600511381918
416,10092,Break Blade 6: Doukoku no Toride,6.3066206721733025
417,9785,Detective Conan: Conan vs. Kid - Shark &amp; Jewel,6.306483672081108
418,985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,6.305548140247014
419,27991,K: Return of Kings,6.3047875890086615
420,21659,Kill la Kill Special,6.304196752072655
421,3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo (TV),6.304088399355139
422,474,Macross Plus,6.301069880803003
423,1211,Macross Plus Movie Edition,6.299818956330223
424,5751,Prince of Tennis: Another Story - Messages From Past and Future,6.299198960601008
425,3515,Saint Seiya: Meiou Hades Elysion-hen,6.297963520340632
426,13663,To LOVE-Ru Darkness,6.296168195123737
427,9441,Yume-iro Pâtissière SP Professional,6.29464392572509
428,233,Daa! Daa! Daa!,6.293999592215108
429,2397,Digimon Adventure: Bokura no War Game!,6.291441362828319
430,160,"Ima, Soko ni Iru Boku",6.291156347475119
431,2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,6.29021110887405
432,32380,Kono Subarashii Sekai ni Shukufuku wo! OVA,6.289028934456798
433,13203,Lupin the Third: Mine Fujiko to Iu Onna,6.2877827992771484
434,87,Mobile Suit Gundam: Char&#039;s Counterattack,6.285642609948568
435,20,Naruto,6.283560707115549
436,31953,New Game!,6.283341774422338
437,60,Chrno Crusade,6.283049177691305
438,74,Gakuen Alice,6.281393426057601
439,30364,Haikyuu!! Movie 2: Shousha to Haisha,6.280259219896327
440,2547,Shoukoujo Sara,6.279315892365023
441,182,Tenkuu no Escaflowne,6.279182972996853
442,6772,Break Blade 1: Kakusei no Toki,6.27826278171327
443,2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,6.278133173601982
444,6927,Higashi no Eden Soushuuhen: Air Communication,6.277264636147343
445,30952,New Initial D Movie: Legend 3 - Mugen,6.276798405910805
446,24135,Nobunaga Concerto,6.276373264115436
447,8795,Panty &amp; Stocking with Garterbelt,6.275725758887823
448,17249,Pretty Rhythm: Rainbow Live,6.275269089088522
449,1011,Ranma ½ Super,6.274594310498537
450,31580,Ajin,6.271070719477208
451,31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",6.271014372280634
452,6637,Higashi no Eden Movie II: Paradise Lost,6.269211668592894
453,255,Jungle wa Itsumo Hare nochi Guu Final,6.2691973870361135
454,1418,Lupin III: Episode 0 &quot;First Contact&quot;,6.268918981990399
455,31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,6.268730793494713
456,2112,Over Drive,6.2686377123982915
457,1008,Ranma ½ Specials,6.267857948539365
458,2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,6.26717160016693
459,26,Texhnolyze,6.266830818884572
460,1293,Urusei Yatsura,6.266658023765304
461,2214,Black Jack 21,6.266209914742925
462,32108,Digimon Adventure tri. 2: Ketsui,6.264717872603604
463,123,Fushigi Yuugi,6.264051955886903
464,3603,JoJo no Kimyou na Bouken: Phantom Blood,6.263828195109698
465,7270,Mobile Suit Gundam 00 Special Edition,6.262699756596932
466,464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,6.262363434407112
467,9745,Sengoku Basara Movie: The Last Party,6.260978351744267
468,24913,Bokura wa Minna Kawaisou: Hajimete no,6.260459898760427
469,31478,Bungou Stray Dogs,6.260440741322735
470,28479,Detective Conan Movie 19: The Hellfire Sunflowers,6.260344668471468
471,2471,Doraemon (1979),6.258784138333509
472,1301,Ginga Tetsudou 999 (Movie),6.2578826554500155
473,9065,Hakuouki Hekketsuroku,6.256963264133949
474,3731,Itazura na Kiss,6.254500707726262
475,1412,Lupin III,6.254319754110802
476,2985,Majin Tantei Nougami Neuro,6.253575958145838
477,1483,Master Keaton,6.253480373908963
478,10161,No.6,6.252724165878424
479,462,One Piece Movie 4: Dead End no Bouken,6.2521855696747695
480,95,Turn A Gundam,6.251815371413073
481,8247,Bleach Movie 4: Jigoku-hen,6.251276745205034
482,7471,Detective Conan Movie 09: Promo Special,6.250969592671607
483,28669,Go! Princess Precure,6.250476554957665
