,teleplay_id,name,genre,type,episodes,rating,members
50,10342,Tetsuwan Atom: Uchuu no Yuusha,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",long,1,6.6755164136903655,661
51,3931,Initial D Battle Stage 2,"Action, Cars, Drama, Seinen, Sports",short,1,6.406323991249757,11015
52,3869,Sakura Momoko Gekijou: Coji-Coji,"Comedy, Fantasy",medium,100,6.389353272910354,186
53,33870,Kabi Usagi: Game Center,Comedy,ONA,1,4.647119946563598,39
54,6793,Kuroshitsuji Special,"Comedy, Demons, Parody",Special,1,6.283069483614867,53706
55,9916,Samurai Giants,Sports,medium,46,4.748280324085341,319
56,16436,Tenshi no Drop,"Comedy, Ecchi, Shoujo Ai, Shounen",Special,1,5.428780834926474,6308
57,2002,Heroic Age,"Action, Mecha, Military, Sci-Fi, Space",medium,26,6.903391227381786,62530
58,8423,Ookiku Furikabutte: Natsu no Scorebook,"Comedy, Sports",short,2,6.212647191326907,2167
59,1752,Di Gi Charat: Hoshi no Tabi,Comedy,long,1,5.78342085586271,1973
60,1141,Palme no Ki,"Adventure, Drama, Fantasy, Romance",long,1,6.789341620887084,3462
61,33878,"Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu no Asakusa Rinyuuaru Daisakusen!! - Aa, Om","Comedy, Police",Special,1,5.857005315241351,101
62,33811,Teekyuu 8,"Comedy, Shounen, Sports",medium,12,6.453239005891335,3961
63,5928,Kigyou Senshi Yamazaki: Long Distance Call,"Drama, Sci-Fi, Seinen",short,1,5.877997130301831,168
64,8456,Queen&#039;s Blade: Utsukushiki Toushitachi,"Action, Adventure, Ecchi, Fantasy",short,6,5.946755602278277,11540
65,1376,Ojamajo Doremi Na-i-sho,"Comedy, Fantasy, Magic, Shoujo",short,13,6.532723371919957,3620
66,26137,Afghanistan Paghman-mura no Monogatari: Boku no Mura ni Circus ga Kita,"Historical, Kids",short,1,6.470750062532133,130
67,21119,Sister Princess: Re Pure Character&#039;s,"Drama, Romance",Special,12,6.644766253314676,544
68,8294,Shinshou Genmukan,Restricted,short,4,5.427123111948438,2261
69,9778,Toriko Hime: Hakudaku Mamire no Reijou,Restricted,short,2,5.364949486143053,3025
70,386,H2,"Comedy, Romance, Shounen, Sports",medium,41,7.534916454430876,4450
71,8664,"Slime Boukenki: Umi da, Yeah!","Action, Adventure, Comedy, Fantasy, Game",Special,1,6.887542050546744,403
72,31128,Arslan Senki (TV): Dakkan no Yaiba,"Action, Adventure, Drama, Fantasy, Historical, Supernatural",Special,1,6.748865472343139,6686
73,4176,Wanna-Be&#039;s,"Action, Comedy, Sports",short,1,5.790865766561952,763
74,585,Mimi wo Sumaseba,"Adventure, Drama, Fantasy, Romance, Slice of Life",long,1,7.36831152130903,94435
75,28247,Pankis! 2-jigen,"Comedy, Music",medium,24,6.542829967607219,331
76,2733,Mobile Police Patlabor: MiniPato,Parody,short,3,5.572874902902429,1831
77,23005,Mogura no Motoro,Slice of Life,long,1,5.366531639363827,62
78,12881,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,"Comedy, Drama, Harem, Romance, Sci-Fi",short,4,7.412570068868028,550
79,31422,Minami Kamakura Koukou Joshi Jitensha-bu,"School, Shounen, Sports",medium,Unknown,6.332421702703472,2216
80,2585,Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,"Drama, Mecha, Military, Sci-Fi",short,1,6.333530646550845,2049
81,4926,Marco: Haha wo Tazunete Sanzenri,"Adventure, Drama",long,1,6.03284262705715,1060
82,3186,Sekai Meisaku Douwa: Hakuchou no Mizuumi,"Drama, Fantasy, Romance",long,1,6.781514490742943,1705
83,33914,Nineko Gelée: Opening Movie,"Fantasy, Music",Music,1,5.054853675914179,65
84,33694,Mukidashi no Koushi,"Comedy, Music",ONA,1,5.923351129938288,83
85,14125,Otogi no Kuni no Birthday,"Kids, Music",Music,1,5.032725140572424,144
86,3911,Shuukaku no Yoru,Restricted,short,2,5.377522535599732,1558
87,1490,Ginga Tetsudou Monogatari,"Action, Adventure, Drama, Sci-Fi, Space",medium,26,6.953212412168568,5947
88,23321,Log Horizon 2nd Season,"Action, Adventure, Fantasy, Game, Magic, Shounen",medium,25,7.608743240811147,215817
89,13463,Panda no Taputapu,Kids,medium,Unknown,6.554846758046603,131
90,19569,Junjou Shoujo Et Cetera,Restricted,short,2,5.34479004419984,2640
91,4191,Popolocrois Monogatari,"Adventure, Fantasy",medium,25,6.561334548071471,1260
92,1046,Elf wo Karu Mono-tachi II,"Adventure, Comedy, Fantasy",medium,12,6.785962926951442,8004
93,30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,"Action, Drama, Mecha, Military, Sci-Fi",medium,13,7.100892442832497,6787
94,30395,Kuripuri*Kuripura,Comedy,long,1,4.001529912636004,104
95,1252,Fushigi no Umi no Nadia: Original Movie,"Action, Adventure, Drama, Historical, Mystery, Romance, Sci-Fi",long,1,7.23099779310806,3644
96,20725,"Lies, Lies.",Music,Music,1,4.3187469386264095,185
97,2227,Lady Lady!!,"Drama, Historical",medium,21,6.883422473332294,2681
98,2440,Suki da yo!,Restricted,short,2,5.249920715271906,1201
99,313,Ace wo Nerae! (1979),"Drama, Romance, School, Shoujo, Sports",long,1,7.031419953766578,1564
100,13855,Queen&#039;s Blade: Rebellion Specials,Ecchi,Special,6,5.231756008972237,4989
101,20801,Koakuma Kanojo The Animation,"Restricted, School, Supernatural",short,2,6.273682769270976,6680
102,17219,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,"Comedy, Fantasy, Kids",long,1,6.549207093581115,97
103,5020,Zettai Shougeki: Platonic Heart,"Action, Ecchi, Martial Arts",short,5,5.269219406184274,10887
104,1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,"Mecha, Military, Sci-Fi, Space",short,3,6.094628012936694,7862
105,20189,Boku no Son Gokuu,"Adventure, Fantasy, Kids",long,1,6.142435666742063,186
106,1065,Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",medium,101,8.032643008661235,12833
107,19631,Tayu Tayu,"Harem, Restricted, Romance",short,4,6.8261784841937,3579
108,529,Saishuu Heiki Kanojo,"Drama, Romance, School, Sci-Fi",medium,13,7.63167590057501,58051
109,9205,Kaichuu!,"Comedy, Seinen, Sports",ONA,4,5.714145596120671,6941
110,30939,Shiranpuri,"Drama, School",short,1,6.685822504886051,155
111,33573,BanG Dream!,Music,medium,Unknown,6.019978063734611,1953
112,6939,Eien no Hou,"Fantasy, Sci-Fi",long,1,4.973071599909279,581
113,7808,Zukkoke Knight: Don De La Mancha,"Adventure, Comedy, Historical, Romance",medium,23,7.387966152419757,172
114,16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","Fantasy, Seinen",ONA,1,5.6370644009207505,3083
115,4220,Okon Joururi,"Drama, Fantasy, Historical",long,1,6.147472595326766,177
116,406,Buzzer Beater,"Shounen, Sports",medium,13,6.119247786844013,8439
117,32668,Noblesse: Awakening,"Action, School, Supernatural, Vampire",ONA,1,6.4949363955948005,28864
118,1503,Mahou Shoujo Pretty Sammy Specials,"Adventure, Comedy, Fantasy, Magic, Parody, Seinen",Special,7,6.15570688641634,798
119,14227,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",medium,13,8.10784401148576,349836
120,24857,Akagaki Genzou: Tokuri no Wakare,Comedy,long,1,5.70246577747106,87
121,12679,Joshiraku,"Comedy, Slice of Life",medium,13,6.652644341000017,51084
122,2811,Soratobu Yuureisen,"Adventure, Drama, Mecha, Sci-Fi",long,1,6.254486098428296,2634
123,18817,Yasai no Yousei: Quiz Gekijou,"Comedy, Kids",long,1,6.416454182063715,87
124,2348,Shitai wo Arau The Animation,Restricted,short,3,5.19453672135624,1410
125,1655,Nerima Daikon Brothers,"Comedy, Music",medium,12,6.722598554156021,5374
126,8547,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Comedy, Sci-Fi, Shounen",long,1,6.177376354855211,537
127,1050,Bobobo-bo Bo-bobo,"Adventure, Comedy, Sci-Fi, Shounen",medium,76,7.030638335807532,39041
128,3147,Me gumi no Daigo: Kajiba no Baka Yarou,Drama,long,1,5.538775826391502,490
129,18943,Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana,"Adventure, Comedy, Fantasy, Kids, Magic",long,1,6.749246024327355,87
130,2578,TaoTao Ehonkan Sekai Doubutsu Banashi,"Adventure, Comedy, Fantasy, Kids",medium,52,7.367691666370553,656
131,34122,Minna de Bokumetsu Inshu Unten,Drama,Special,1,5.680109062427024,48
132,448,Tenjou Tenge: The Ultimate Fight,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",short,2,7.503610173749458,29039
133,10456,Kyoukaisenjou no Horizon,"Action, Fantasy",medium,13,6.4886245829930065,90977
134,9561,Shokupan Mimi,Comedy,medium,12,5.996735138100996,803
135,16586,Michitekuru Toki no Mukou ni,"Adventure, Fantasy, Romance",Special,1,6.597341796850416,126
136,8718,Itsumademo Tabibito,"Drama, Music",Music,1,5.091369567348849,226
137,2317,Hen,"Comedy, Ecchi",short,2,5.338336448704531,2153
138,8310,Magic Kaito,"Adventure, Comedy, Romance, Shounen",Special,12,7.512859333007395,27274
139,31927,Phantom of the Kill: Zero kara no Hangyaku,"Action, Adventure, Fantasy",long,1,5.795446684086606,4893
140,2762,Igano Kabamaru,"Adventure, Comedy, Romance, Shounen",medium,24,8.04308588810268,5063
141,5597,Natsu no Arashi!,"Comedy, Romance, Supernatural",medium,13,7.646705523812828,30098
142,3470,Special A,"Comedy, Romance, School, Shoujo",medium,24,8.018908021233258,173603
143,2947,Ojamajo Doremi Sharp Movie,"Kids, Magic, Shoujo",long,1,6.480021066703896,2037
144,28817,Mikagura Gakuen Kumikyoku,"Action, Comedy, School, Shoujo Ai",medium,12,6.944092646102929,47642
145,18747,Hotaru Kagayaku,"Drama, Kids",short,1,6.3937985481524855,70
146,10346,Ring ni Kakero 1: Sekai Taikai-hen,Sports,medium,6,5.551965262770278,566
147,706,Comic Party Revolution,"Comedy, Drama",medium,13,6.593228550673725,6690
148,33079,Meikyoku to Dai Sakkyokka Monogatari,"Historical, Music",short,9,5.935584857258611,44
149,808,Bakuretsu Hunters OVA,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",short,3,7.779198330538827,3686
150,33880,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket,"Comedy, Police",Special,2,5.857028596293363,105
151,11729,Space Neko Theater,Comedy,ONA,1,5.363776650665771,584
152,31397,Mesu Kyoushi 4: Kegasareta Kyoudan,Restricted,short,2,5.4181406622402255,2444
153,9866,Oshin,Drama,long,1,5.558787493033812,221
154,25681,Kamisama Hajimemashita◎,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",medium,12,8.183286592028344,91796
155,621,Night Walker: Mayonaka no Tantei,"Action, Comedy, Horror, Mystery, Vampire",medium,12,7.161486409359513,11143
156,1606,Kekkaishi,"Adventure, Comedy, Fantasy, Shounen",medium,52,7.17412004449511,61884
157,23735,Kenzen Robo Daimidaler Specials,"Comedy, Ecchi, Mecha, Seinen",Special,6,6.035411459587095,3816
158,2101,Singles,"Romance, Shoujo",short,1,5.7900478128949775,161
159,8422,Vampire Knight: Gekiai no Portrait,"Comedy, Shoujo, Vampire",Special,1,6.236388785184481,23727
160,1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,"Drama, Magic, Shoujo",long,1,6.064181729119472,24968
161,2670,Doraemon Movie 12: Nobita no Dorabian Nights,"Adventure, Comedy, Fantasy, Kids, Shounen",long,1,7.145045374552291,1833
162,27821,Fate/stay night: Unlimited Blade Works - Prologue,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,6.7591159990392065,106382
163,22481,Hello Kitty no Kieta Santa-san no Boushi,"Fantasy, Kids",short,1,6.256766570051316,103
164,1760,Golgo 13,"Action, Adventure, Drama, Military, Seinen",long,1,6.157394855719605,6344
165,1955,Kimagure Robot,"Comedy, Fantasy, Sci-Fi",medium,10,6.458018145425583,1521
166,30070,Shiroi Zou (1981),"Action, Historical",long,1,5.646590575635315,73
167,6893,Oni Chichi,Restricted,short,2,5.5833054545705725,23605
168,4156,Ichigo Mashimaro Episode 0,Comedy,Special,1,6.039476493710665,9610
169,33012,Island,"Drama, Sci-Fi",medium,Unknown,6.196657403369425,1659
170,1188,Momoiro Sisters,"Comedy, Slice of Life",medium,24,6.305515326960234,1366
171,8465,Ichiban Ushiro no Daimaou Specials,"Comedy, Ecchi, Fantasy, Magic, Shounen",Special,6,6.178150270307873,26025
172,14069,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,Kids,ONA,1,5.651572821586587,104
173,30089,Zombie Clay Animation: Life of the Dead,"Comedy, Horror",short,4,6.0380614006118885,125
174,28587,Modern,,long,1,5.3982192931759405,237
175,5772,Akaneiro ni Somaru Saka: Hardcore,"Comedy, Ecchi, Harem, Romance",Special,1,7.062062419916626,26925
176,12745,Bari Bari Densetsu (1987),"Action, Drama, Shounen, Sports",long,1,6.189815849827289,610
177,1853,Cutey Honey F,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",medium,39,7.769646236697803,3495
178,31510,Guitar,,long,1,4.493092749179981,47
179,2185,Words Worth Gaiden,"Action, Adventure, Fantasy, Restricted",short,2,5.74921892947017,2402
180,29749,Convenience Store Senki Purin-tai,Comedy,ONA,8,5.74483484274252,59
181,10936,Nekogami Yaoyorozu: Ohanami Ghostbusters,"Comedy, Seinen, Supernatural",short,1,6.168639841412896,2515
182,32195,Junjou Shoujo Et Cetera Specials,Restricted,Special,2,5.424717456389615,254
183,3171,Ryoujoku Hitozuma Onsen,Restricted,short,2,5.514414977544637,2099
184,34086,Tales of Zestiria the X (2017),"Action, Adventure, Fantasy",medium,12,6.379104385820231,10848
185,3463,A.LI.CE,Sci-Fi,long,1,5.194923281825428,1034
186,6489,Zero no Tsukaima: Princesses no Rondo Picture Drama,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",Special,7,8.292910804922489,23532
187,5682,Phantom: Requiem for the Phantom,"Action, Drama, Seinen, Thriller",medium,26,6.996076695409556,159105
188,9438,Rainbow Sentai Robin,"Action, Adventure, Sci-Fi",medium,48,6.330142958480012,233
189,1167,Samurai Gun,"Action, Historical, Seinen",medium,12,6.383990161766483,5381
190,23581,Romeo no Aoi Sora Specials,"Adventure, Drama, Historical, Slice of Life",Special,2,6.1112035016709285,297
191,4854,Fuuma no Kojirou: Yasha-hen,Action,short,6,5.756435213803949,819
192,2010,Taiho Shichau zo in America,"Action, Comedy, Police, Shounen",Special,1,6.244699540528741,2584
193,617,Juubee Ninpuuchou,"Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural",long,1,7.797612405764951,55697
194,29834,Moshidora Recap,"Drama, Sports",Special,1,5.18989580045444,251
195,5399,Internal Medicine,Restricted,short,2,5.409552245301237,846
196,5774,Seitokaichou ni Chuukoku,"Comedy, Drama, Romance, School, Yaoi",short,2,7.920987227763233,23730
197,5914,Kanamemo,"Comedy, Ecchi, Shoujo Ai, Slice of Life",medium,13,6.468858245128335,23757
198,33242,IS: Infinite Stratos 2 - Infinite Wedding,,Special,1,5.672014853037213,6604
199,34233,Kimoshiba,Comedy,medium,Unknown,6.2543481539290475,81
200,4775,Lunatic Night,"Comedy, Restricted, Parody",short,3,5.619231352953915,688
201,12529,Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,"Action, Adventure",Special,1,5.812888467892215,83
202,5607,Love Machine: Animaid Shoufu 23-gou,Restricted,short,2,5.081124212743543,384
203,18683,Shibai Taroka,"Action, Comedy, Romance, School, Shounen",short,2,7.780066938007365,161
204,1866,Seirei Tsukai,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",long,1,6.9355208507719475,1693
205,1947,Kikou Sennyo Rouran,"Action, Fantasy, Mecha",medium,28,6.247610205873039,1049
206,31573,Brave Beats,"Adventure, Music",medium,22,6.3081497855422946,2299
207,18411,Gingitsune,"Seinen, Slice of Life, Supernatural",medium,12,6.477996071280911,33429
208,19647,Hajime no Ippo: Rising,"Comedy, Drama, Shounen, Sports",medium,25,7.3835261401333145,66756
209,33569,Re:Petit kara Hajimeru Isekai Seikatsu,"Adventure, Comedy, Fantasy",Special,14,6.301843703260106,14310
210,5447,A-Girl,"Music, Romance, School, Shoujo",short,1,6.362770602610237,585
211,13755,Feeling from Mountain and Water,Music,long,1,5.811585556211652,437
212,24197,E no Umakatta Tomodachi,Music,Music,1,4.9221766621339835,360
213,449,InuYasha: Guren no Houraijima,"Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural",long,1,8.150984169252407,50008
214,7343,Youbi Masochist Animation,Restricted,short,2,4.628539042382043,201
215,23967,Fox Wood Monogatari,"Adventure, Kids",short,3,6.3232350847228735,67
216,30442,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,Comedy,ONA,1,4.647127909604879,71
217,12135,Ra/Radio Noise*Planet,"Adventure, Psychological, Sci-Fi",short,1,6.033461648463044,595
218,11073,Pokemon: Ash&#039;s Journey,"Fantasy, Kids",long,1,6.196982570518054,4578
219,7174,Usaru-san,Kids,Special,4,6.001050080976397,822
220,11911,Pretty Rhythm: Aurora Dream - Prism Shougekijou,"Comedy, Shoujo",Special,51,6.028971517467377,1220
221,6116,Mainichi Kaasan,"Comedy, Slice of Life",medium,142,6.708691550624987,1707
222,8546,Dr. Slump Movie 02: &quot;Hoyoyo!&quot; Uchuu Daibouken,"Comedy, Sci-Fi, Shounen",long,1,6.272208864310874,596
223,22835,Himegoto,"Comedy, School",medium,13,6.45001761273914,42129
224,20469,Himeyuri,"Drama, Historical",long,1,6.014776420478489,395
225,25303,Haikyuu!! OVA,"Shounen, Sports",short,2,6.021120940607924,30063
226,30349,Legend of the Moles: The Treasure of Scylla,"Adventure, Fantasy, Kids",long,1,6.3348749868831895,44
227,27891,Sword Art Online II: Debriefing,"Action, Adventure, Fantasy, Game",Special,1,6.571616771963253,39092
228,6072,Juuippiki no Neko to Ahoudori,"Adventure, Fantasy, Kids",long,1,6.3349352073828715,286
229,31166,Nyamen: Tenkai Daiichi Joshi Koukou Bunka Matsuri Tokubetsu Eizou,Music,Special,1,5.589004422748459,127
230,30218,The iDOLM@STER Cinderella Girls: Special Program,"Comedy, Music",Special,1,6.059673549495679,1802
231,103,Akazukin Chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",medium,74,7.924475411901161,7581
232,13863,Arve Rezzle: Kikaijikake no Yousei-tachi,"Action, Drama, Mystery, Sci-Fi, Thriller",long,1,6.100226665980096,18770
233,8965,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,"Adventure, Comedy, Kids",short,1,6.906418522281934,745
234,34437,Code Geass: Fukkatsu no Lelouch,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",,Unknown,6.098676594393155,22748
235,5877,Abunai Sisters: Koko &amp; Mika,"Action, Comedy, Ecchi",short,10,4.798219963085784,1461
236,9496,Itoshi no Betty Mamonogatari,"Fantasy, Romance, Seinen",long,1,6.196855585360728,134
237,3518,Ginga no Uo Ursa Minor Blue,"Fantasy, Kids",short,1,6.284810887329076,1568
238,19401,Kuusou no Sora Tobu Kikaitachi,Historical,long,1,5.845613874358504,651
239,2451,Space Cobra,"Action, Adventure, Sci-Fi, Space",medium,31,6.773213090674844,6919
240,869,Slayers Return,"Adventure, Comedy, Fantasy, Magic, Shounen",long,1,6.47960877389413,12909
241,24869,Aoi Umi to Shounen,Slice of Life,short,1,5.487593358561128,68
242,4052,Medarot Damashii,"Action, Adventure, Sci-Fi",medium,39,6.3835324321215134,9590
243,33552,Mameshiba Bangai-hen,"Comedy, Music",Special,4,5.608967652695382,117
244,2785,OZ,"Action, Drama, Military, Sci-Fi, Shoujo",short,2,6.394022092851538,720
245,30464,Shinmai Maou no Testament Specials,"Comedy, Demons, Ecchi, Fantasy",Special,6,5.984694235715132,10046
246,30953,Arslan Senki (TV) Specials,Comedy,Special,8,5.762091325592609,5241
247,61,D.N.Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",medium,26,8.220527486149155,126914
248,2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"Action, Adventure, Drama, Sci-Fi, Space",medium,24,6.842301084305882,2072
249,14355,Yama no Susume,"Adventure, Comedy, Slice of Life",medium,12,6.613303544536871,27487
250,33845,Free! (Shinsaku),"School, Sports",,Unknown,5.537013281326439,8666
251,1353,The Urotsuki,"Adventure, Demons, Fantasy, Restricted, Horror",short,3,5.937163349603724,1480
252,33618,Ozmafia!! Special,"Historical, School, Shoujo",Special,1,6.220512876457099,574
253,10801,Copihan,"Comedy, School, Sci-Fi",ONA,7,5.901377218030172,6167
254,17469,Kouchuu Ouja Mushiking: Greatest Champion e no Michi,"Adventure, Fantasy",long,1,5.620902757218135,109
255,27569,Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,"Comedy, Fantasy, Kids",long,1,6.549199379384874,66
256,31599,Kaette Kite yoo Toyama kara,Comedy,ONA,Unknown,5.744654566607393,51
257,25839,Bonjour♪Koiaji Pâtisserie,"Comedy, Harem, Romance, Shoujo, Slice of Life",ONA,24,7.238465823350716,22127
258,28957,Mushishi Zoku Shou: Suzu no Shizuku,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",long,1,7.274402540756944,32266
259,2200,Muteki Choujin Zanbot 3,"Action, Drama, Mecha, Sci-Fi, Shounen",medium,23,6.956660611179354,1570
260,5826,Oira no Yakyuu,Sports,long,1,5.040248077764652,866
261,7193,Aoi Bungaku Series,"Drama, Historical, Psychological, Seinen, Thriller",medium,12,7.311408357370716,93074
262,4879,Mouryou no Hako,"Mystery, Seinen, Supernatural, Thriller",medium,13,6.7489220902884295,36075
263,25377,TOTO Green Challenge,Slice of Life,ONA,1,4.9145971174309775,115
264,197,Rizelmine,"Comedy, Ecchi, Romance, School, Sci-Fi",medium,24,7.490473307965983,16672
265,28885,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,"Comedy, Fantasy",ONA,11,5.877660085866354,91
266,243,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",medium,13,7.724825550481222,67916
267,5575,Karakara-sama no Himitsu,Restricted,short,1,4.729109736494054,316
268,19991,Tobidase! Bacchiri,"Comedy, Kids, Mystery",medium,132,7.205460907806005,72
269,368,Bible Black,Restricted,short,6,5.560366568423145,31309
