,teleplay_id,name,genre,type,episodes,rating,members
84,33694,Mukidashi no Koushi,"Comedy, Music",ONA,1,6.266620223708313,83
85,14125,Otogi no Kuni no Birthday,"Kids, Music",Music,1,4.416929149422949,144
86,3911,Shuukaku no Yoru,Restricted,short,2,5.828027831604953,1558
87,1490,Ginga Tetsudou Monogatari,"Action, Adventure, Drama, Sci-Fi, Space",medium,26,7.298046407911584,5947
88,23321,Log Horizon 2nd Season,"Action, Adventure, Fantasy, Game, Magic, Shounen",medium,25,7.680631813256319,215817
89,13463,Panda no Taputapu,Kids,medium,Unknown,6.101603025701052,131
90,19569,Junjou Shoujo Et Cetera,Restricted,short,2,5.801575927702969,2640
91,4191,Popolocrois Monogatari,"Adventure, Fantasy",medium,25,7.307896844624145,1260
92,1046,Elf wo Karu Mono-tachi II,"Adventure, Comedy, Fantasy",medium,12,7.299431745738091,8004
93,30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,"Action, Drama, Mecha, Military, Sci-Fi",medium,13,7.34757339802793,6787
94,30395,Kuripuri*Kuripura,Comedy,long,1,3.0651796441358856,104
95,1252,Fushigi no Umi no Nadia: Original Movie,"Action, Adventure, Drama, Historical, Mystery, Romance, Sci-Fi",long,1,6.151480229532967,3644
96,20725,"Lies, Lies.",Music,Music,1,3.961153418592918,185
97,2227,Lady Lady!!,"Drama, Historical",medium,21,7.506391166379961,2681
98,2440,Suki da yo!,Restricted,short,2,5.691927860860246,1201
99,313,Ace wo Nerae! (1979),"Drama, Romance, School, Shoujo, Sports",long,1,6.9861984836475095,1564
100,13855,Queen&#039;s Blade: Rebellion Specials,Ecchi,Special,6,4.685487982254662,4989
101,20801,Koakuma Kanojo The Animation,"Restricted, School, Supernatural",short,2,7.261060137320599,6680
102,17219,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,"Comedy, Fantasy, Kids",long,1,6.869503777241291,97
103,5020,Zettai Shougeki: Platonic Heart,"Action, Ecchi, Martial Arts",short,5,5.79044871622761,10887
104,1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,"Mecha, Military, Sci-Fi, Space",short,3,7.24733273134117,7862
105,20189,Boku no Son Gokuu,"Adventure, Fantasy, Kids",long,1,6.565958560794193,186
106,1065,Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",medium,101,7.375687985320405,12833
107,19631,Tayu Tayu,"Harem, Restricted, Romance",short,4,6.5544685051753335,3579
108,529,Saishuu Heiki Kanojo,"Drama, Romance, School, Sci-Fi",medium,13,7.007925357908909,58051
109,9205,Kaichuu!,"Comedy, Seinen, Sports",ONA,4,5.850238582618831,6941
110,30939,Shiranpuri,"Drama, School",short,1,8.054077709678179,155
111,33573,BanG Dream!,Music,medium,Unknown,6.272766359693582,1953
112,6939,Eien no Hou,"Fantasy, Sci-Fi",long,1,5.257588240575887,581
113,7808,Zukkoke Knight: Don De La Mancha,"Adventure, Comedy, Historical, Romance",medium,23,6.263516224386543,172
114,16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo","Fantasy, Seinen",ONA,1,6.924167553009802,3083
115,4220,Okon Joururi,"Drama, Fantasy, Historical",long,1,7.273193556297747,177
116,406,Buzzer Beater,"Shounen, Sports",medium,13,5.985228860373706,8439
117,32668,Noblesse: Awakening,"Action, School, Supernatural, Vampire",ONA,1,6.878453897541825,28864
118,1503,Mahou Shoujo Pretty Sammy Specials,"Adventure, Comedy, Fantasy, Magic, Parody, Seinen",Special,7,6.708475359196872,798
119,14227,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",medium,13,8.040066814592457,349836
120,24857,Akagaki Genzou: Tokuri no Wakare,Comedy,long,1,5.719306196601157,87
121,12679,Joshiraku,"Comedy, Slice of Life",medium,13,7.2934904031962,51084
122,2811,Soratobu Yuureisen,"Adventure, Drama, Mecha, Sci-Fi",long,1,5.967159849433272,2634
123,18817,Yasai no Yousei: Quiz Gekijou,"Comedy, Kids",long,1,6.671597626286279,87
124,2348,Shitai wo Arau The Animation,Restricted,short,3,5.637860147506214,1410
125,1655,Nerima Daikon Brothers,"Comedy, Music",medium,12,7.089055815297739,5374
126,8547,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,"Comedy, Sci-Fi, Shounen",long,1,6.284895876562919,537
127,1050,Bobobo-bo Bo-bobo,"Adventure, Comedy, Sci-Fi, Shounen",medium,76,7.225088498344433,39041
128,3147,Me gumi no Daigo: Kajiba no Baka Yarou,Drama,long,1,5.730428565886734,490
129,18943,Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana,"Adventure, Comedy, Fantasy, Kids, Magic",long,1,6.963038155051561,87
130,2578,TaoTao Ehonkan Sekai Doubutsu Banashi,"Adventure, Comedy, Fantasy, Kids",medium,52,6.935858438126174,656
131,34122,Minna de Bokumetsu Inshu Unten,Drama,Special,1,5.596260487759388,48
132,448,Tenjou Tenge: The Ultimate Fight,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",short,2,7.173659398813179,29039
133,10456,Kyoukaisenjou no Horizon,"Action, Fantasy",medium,13,7.43115543725341,90977
134,9561,Shokupan Mimi,Comedy,medium,12,5.920800513141837,803
135,16586,Michitekuru Toki no Mukou ni,"Adventure, Fantasy, Romance",Special,1,6.891128174381163,126
136,8718,Itsumademo Tabibito,"Drama, Music",Music,1,5.19493050691104,226
137,2317,Hen,"Comedy, Ecchi",short,2,6.051947124289348,2153
138,8310,Magic Kaito,"Adventure, Comedy, Romance, Shounen",Special,12,7.772041435191082,27274
139,31927,Phantom of the Kill: Zero kara no Hangyaku,"Action, Adventure, Fantasy",long,1,6.010472841041206,4893
140,2762,Igano Kabamaru,"Adventure, Comedy, Romance, Shounen",medium,24,7.6960457415789305,5063
141,5597,Natsu no Arashi!,"Comedy, Romance, Supernatural",medium,13,7.074217392381475,30098
142,3470,Special A,"Comedy, Romance, School, Shoujo",medium,24,7.6962848186039015,173603
143,2947,Ojamajo Doremi Sharp Movie,"Kids, Magic, Shoujo",long,1,6.710222145063375,2037
144,28817,Mikagura Gakuen Kumikyoku,"Action, Comedy, School, Shoujo Ai",medium,12,7.045439437774679,47642
145,18747,Hotaru Kagayaku,"Drama, Kids",short,1,6.531554831161551,70
146,10346,Ring ni Kakero 1: Sekai Taikai-hen,Sports,medium,6,5.089408908816397,566
147,706,Comic Party Revolution,"Comedy, Drama",medium,13,6.730569773655464,6690
148,33079,Meikyoku to Dai Sakkyokka Monogatari,"Historical, Music",short,9,6.797458987430987,44
149,808,Bakuretsu Hunters OVA,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, Shounen, Super Power",short,3,7.247056846529719,3686
150,33880,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san no Sushi Kuinee! - Choujyou Maguro Taiket,"Comedy, Police",Special,2,6.107514285629601,105
151,11729,Space Neko Theater,Comedy,ONA,1,5.380316027782316,584
152,31397,Mesu Kyoushi 4: Kegasareta Kyoudan,Restricted,short,2,5.876919168686712,2444
153,9866,Oshin,Drama,long,1,5.749430091249681,221
154,25681,Kamisama Hajimemashita◎,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",medium,12,7.630978295489137,91796
155,621,Night Walker: Mayonaka no Tantei,"Action, Comedy, Horror, Mystery, Vampire",medium,12,6.787538147950645,11143
156,1606,Kekkaishi,"Adventure, Comedy, Fantasy, Shounen",medium,52,7.817265001681403,61884
157,23735,Kenzen Robo Daimidaler Specials,"Comedy, Ecchi, Mecha, Seinen",Special,6,5.723625726704275,3816
158,2101,Singles,"Romance, Shoujo",short,1,5.269743237547039,161
159,8422,Vampire Knight: Gekiai no Portrait,"Comedy, Shoujo, Vampire",Special,1,5.562512224084323,23727
160,1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,"Drama, Magic, Shoujo",long,1,6.875844013344808,24968
161,2670,Doraemon Movie 12: Nobita no Dorabian Nights,"Adventure, Comedy, Fantasy, Kids, Shounen",long,1,7.478201362878415,1833
162,27821,Fate/stay night: Unlimited Blade Works - Prologue,"Action, Fantasy, Magic, Shounen, Supernatural",Special,1,8.114025798977234,106382
163,22481,Hello Kitty no Kieta Santa-san no Boushi,"Fantasy, Kids",short,1,6.6496725220256065,103
164,1760,Golgo 13,"Action, Adventure, Drama, Military, Seinen",long,1,6.687698373805897,6344
165,1955,Kimagure Robot,"Comedy, Fantasy, Sci-Fi",medium,10,6.643836490769036,1521
166,30070,Shiroi Zou (1981),"Action, Historical",long,1,5.654719600904266,73
167,6893,Oni Chichi,Restricted,short,2,6.202305987353806,23605
168,4156,Ichigo Mashimaro Episode 0,Comedy,Special,1,5.758935242075737,9610
169,33012,Island,"Drama, Sci-Fi",medium,Unknown,6.48797187331077,1659
170,1188,Momoiro Sisters,"Comedy, Slice of Life",medium,24,6.524084216432522,1366
171,8465,Ichiban Ushiro no Daimaou Specials,"Comedy, Ecchi, Fantasy, Magic, Shounen",Special,6,7.081112666329841,26025
172,14069,Shinjuku Shin-chan: Yoiko no Koutsuu Anzen,Kids,ONA,1,5.816326926421188,104
173,30089,Zombie Clay Animation: Life of the Dead,"Comedy, Horror",short,4,6.758147688465645,125
174,28587,Modern,,long,1,5.136406908310606,237
175,5772,Akaneiro ni Somaru Saka: Hardcore,"Comedy, Ecchi, Harem, Romance",Special,1,7.024957967133614,26925
176,12745,Bari Bari Densetsu (1987),"Action, Drama, Shounen, Sports",long,1,6.148353089598667,610
177,1853,Cutey Honey F,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",medium,39,6.54248933377183,3495
178,31510,Guitar,,long,1,4.187886165508704,47
179,2185,Words Worth Gaiden,"Action, Adventure, Fantasy, Restricted",short,2,6.239486499155215,2402
180,29749,Convenience Store Senki Purin-tai,Comedy,ONA,8,5.9755493097611945,59
181,10936,Nekogami Yaoyorozu: Ohanami Ghostbusters,"Comedy, Seinen, Supernatural",short,1,6.733201597226127,2515
182,32195,Junjou Shoujo Et Cetera Specials,Restricted,Special,2,4.705592033682751,254
183,3171,Ryoujoku Hitozuma Onsen,Restricted,short,2,5.975176271402802,2099
184,34086,Tales of Zestiria the X (2017),"Action, Adventure, Fantasy",medium,12,6.686746800619421,10848
185,3463,A.LI.CE,Sci-Fi,long,1,4.989035920803712,1034
186,6489,Zero no Tsukaima: Princesses no Rondo Picture Drama,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",Special,7,7.495488050353072,23532
187,5682,Phantom: Requiem for the Phantom,"Action, Drama, Seinen, Thriller",medium,26,7.959263830334357,159105
188,9438,Rainbow Sentai Robin,"Action, Adventure, Sci-Fi",medium,48,5.954120927676423,233
189,1167,Samurai Gun,"Action, Historical, Seinen",medium,12,6.4692086312601855,5381
190,23581,Romeo no Aoi Sora Specials,"Adventure, Drama, Historical, Slice of Life",Special,2,6.2330359655484555,297
191,4854,Fuuma no Kojirou: Yasha-hen,Action,short,6,6.552406155111763,819
192,2010,Taiho Shichau zo in America,"Action, Comedy, Police, Shounen",Special,1,6.323923460914384,2584
193,617,Juubee Ninpuuchou,"Adventure, Fantasy, Historical, Horror, Romance, Shounen, Supernatural",long,1,7.901489353769281,55697
194,29834,Moshidora Recap,"Drama, Sports",Special,1,4.457099672003978,251
195,5399,Internal Medicine,Restricted,short,2,5.856411721945206,846
196,5774,Seitokaichou ni Chuukoku,"Comedy, Drama, Romance, School, Yaoi",short,2,7.150489584782483,23730
197,5914,Kanamemo,"Comedy, Ecchi, Shoujo Ai, Slice of Life",medium,13,7.184015454350496,23757
198,33242,IS: Infinite Stratos 2 - Infinite Wedding,,Special,1,5.58470444817188,6604
199,34233,Kimoshiba,Comedy,medium,Unknown,6.314547580048537,81
200,4775,Lunatic Night,"Comedy, Restricted, Parody",short,3,6.015490763848789,688
201,12529,Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,"Action, Adventure",Special,1,5.0448860833228295,83
202,5607,Love Machine: Animaid Shoufu 23-gou,Restricted,short,2,5.475727236358128,384
203,18683,Shibai Taroka,"Action, Comedy, Romance, School, Shounen",short,2,7.38230657401188,161
204,1866,Seirei Tsukai,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",long,1,6.525422581062355,1693
205,1947,Kikou Sennyo Rouran,"Action, Fantasy, Mecha",medium,28,6.341128525019222,1049
206,31573,Brave Beats,"Adventure, Music",medium,22,6.285868596030851,2299
207,18411,Gingitsune,"Seinen, Slice of Life, Supernatural",medium,12,6.98856930102229,33429
208,19647,Hajime no Ippo: Rising,"Comedy, Drama, Shounen, Sports",medium,25,8.019338571921072,66756
209,33569,Re:Petit kara Hajimeru Isekai Seikatsu,"Adventure, Comedy, Fantasy",Special,14,6.30981887024065,14310
210,5447,A-Girl,"Music, Romance, School, Shoujo",short,1,5.466042249967667,585
211,13755,Feeling from Mountain and Water,Music,long,1,5.803312595259946,437
212,24197,E no Umakatta Tomodachi,Music,Music,1,4.9035422007173,360
213,449,InuYasha: Guren no Houraijima,"Adventure, Comedy, Demons, Drama, Historical, Romance, Shounen, Supernatural",long,1,7.681864089980933,50008
214,7343,Youbi Masochist Animation,Restricted,short,2,4.768686313882612,201
215,23967,Fox Wood Monogatari,"Adventure, Kids",short,3,6.664073957247974,67
216,30442,Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,Comedy,ONA,1,4.259758929791101,71
217,12135,Ra/Radio Noise*Planet,"Adventure, Psychological, Sci-Fi",short,1,6.383650395874425,595
218,11073,Pokemon: Ash&#039;s Journey,"Fantasy, Kids",long,1,6.861384780324049,4578
219,7174,Usaru-san,Kids,Special,4,5.911948864540173,822
220,11911,Pretty Rhythm: Aurora Dream - Prism Shougekijou,"Comedy, Shoujo",Special,51,5.458527462373201,1220
221,6116,Mainichi Kaasan,"Comedy, Slice of Life",medium,142,7.353203464318699,1707
222,8546,Dr. Slump Movie 02: &quot;Hoyoyo!&quot; Uchuu Daibouken,"Comedy, Sci-Fi, Shounen",long,1,6.433137311992765,596
223,22835,Himegoto,"Comedy, School",medium,13,6.514871862287779,42129
224,20469,Himeyuri,"Drama, Historical",long,1,6.638577539366873,395
225,25303,Haikyuu!! OVA,"Shounen, Sports",short,2,7.123936552087821,30063
226,30349,Legend of the Moles: The Treasure of Scylla,"Adventure, Fantasy, Kids",long,1,6.839705834583174,44
227,27891,Sword Art Online II: Debriefing,"Action, Adventure, Fantasy, Game",Special,1,6.770440476018211,39092
228,6072,Juuippiki no Neko to Ahoudori,"Adventure, Fantasy, Kids",long,1,6.84095237239806,286
229,31166,Nyamen: Tenkai Daiichi Joshi Koukou Bunka Matsuri Tokubetsu Eizou,Music,Special,1,5.441823551658777,127
230,30218,The iDOLM@STER Cinderella Girls: Special Program,"Comedy, Music",Special,1,5.771207006240933,1802
231,103,Akazukin Chacha,"Adventure, Comedy, Fantasy, Magic, Romance, Shoujo",medium,74,7.296556660410628,7581
232,13863,Arve Rezzle: Kikaijikake no Yousei-tachi,"Action, Drama, Mystery, Sci-Fi, Thriller",long,1,6.529961245658687,18770
233,8965,Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,"Adventure, Comedy, Kids",short,1,7.145562420505819,745
234,34437,Code Geass: Fukkatsu no Lelouch,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",,Unknown,6.512674369150527,22748
235,5877,Abunai Sisters: Koko &amp; Mika,"Action, Comedy, Ecchi",short,10,4.747112484853714,1461
236,9496,Itoshi no Betty Mamonogatari,"Fantasy, Romance, Seinen",long,1,6.373210288309389,134
237,3518,Ginga no Uo Ursa Minor Blue,"Fantasy, Kids",short,1,6.707034606477525,1568
238,19401,Kuusou no Sora Tobu Kikaitachi,Historical,long,1,6.018291184103961,651
239,2451,Space Cobra,"Action, Adventure, Sci-Fi, Space",medium,31,7.076405985523933,6919
240,869,Slayers Return,"Adventure, Comedy, Fantasy, Magic, Shounen",long,1,7.534569717582616,12909
241,24869,Aoi Umi to Shounen,Slice of Life,short,1,6.632792044288135,68
242,4052,Medarot Damashii,"Action, Adventure, Sci-Fi",medium,39,6.075098748111484,9590
243,33552,Mameshiba Bangai-hen,"Comedy, Music",Special,4,5.06170586961905,117
244,2785,OZ,"Action, Drama, Military, Sci-Fi, Shoujo",short,2,7.134832639986447,720
245,30464,Shinmai Maou no Testament Specials,"Comedy, Demons, Ecchi, Fantasy",Special,6,6.39854742217726,10046
246,30953,Arslan Senki (TV) Specials,Comedy,Special,8,5.30968161796712,5241
247,61,D.N.Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",medium,26,7.337473575006106,126914
248,2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"Action, Adventure, Drama, Sci-Fi, Space",medium,24,7.074273406355437,2072
249,14355,Yama no Susume,"Adventure, Comedy, Slice of Life",medium,12,6.950605627875004,27487
250,33845,Free! (Shinsaku),"School, Sports",,Unknown,5.322118282751684,8666
251,1353,The Urotsuki,"Adventure, Demons, Fantasy, Restricted, Horror",short,3,7.018800748961076,1480
252,33618,Ozmafia!! Special,"Historical, School, Shoujo",Special,1,5.972343363543261,574
253,10801,Copihan,"Comedy, School, Sci-Fi",ONA,7,5.878430993447094,6167
254,17469,Kouchuu Ouja Mushiking: Greatest Champion e no Michi,"Adventure, Fantasy",long,1,6.015521899387649,109
255,27569,Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,"Comedy, Fantasy, Kids",long,1,6.869426293198292,66
256,31599,Kaette Kite yoo Toyama kara,Comedy,ONA,Unknown,5.971870360070417,51
257,25839,Bonjour♪Koiaji Pâtisserie,"Comedy, Harem, Romance, Shoujo, Slice of Life",ONA,24,6.60153473298599,22127
258,28957,Mushishi Zoku Shou: Suzu no Shizuku,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",long,1,8.250011206136907,32266
259,2200,Muteki Choujin Zanbot 3,"Action, Drama, Mecha, Sci-Fi, Shounen",medium,23,6.774100300547127,1570
260,5826,Oira no Yakyuu,Sports,long,1,4.301353139996686,866
261,7193,Aoi Bungaku Series,"Drama, Historical, Psychological, Seinen, Thriller",medium,12,7.861245829175877,93074
262,4879,Mouryou no Hako,"Mystery, Seinen, Supernatural, Thriller",medium,13,6.921477413032247,36075
263,25377,TOTO Green Challenge,Slice of Life,ONA,1,5.367157364450795,115
264,197,Rizelmine,"Comedy, Ecchi, Romance, School, Sci-Fi",medium,24,6.845560190267103,16672
265,28885,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,"Comedy, Fantasy",ONA,11,6.627274076623132,91
266,243,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",medium,13,6.921189879751832,67916
267,5575,Karakara-sama no Himitsu,Restricted,short,1,4.925709612545108,316
268,19991,Tobidase! Bacchiri,"Comedy, Kids, Mystery",medium,132,6.2041044819736335,72
269,368,Bible Black,Restricted,short,6,6.24336563232094,31309
