('10552', 5.925925925925926)	
('10553', 6.597938144329897)	
('10554', 7.0)	
('1056', 6.45)	
('10562', 5.0)	
('10568', 7.930773542600897)	
('1057', 6.635714285714286)	
('10570', 6.2894736842105265)	
('10572', 7.215272727272727)	
('10573', 7.677852348993288)	
('10575', 5.434782608695652)	
('10578', 7.085113484646195)	
('1058', 6.6521739130434785)	
('10581', 6.021978021978022)	
('10582', 7.020642201834862)	
('10584', 5.5625)	
('10585', 4.428571428571429)	
('10586', 3.923076923076923)	
('10588', 7.871082038702644)	
('10589', 7.712469941600824)	
('1059', 5.885245901639344)	
('10590', 6.771929824561403)	
('10592', 7.363636363636363)	
('10594', 4.5)	
('10595', 8.0)	
('106', 8.014725568942437)	
('1060', 7.6683250414593696)	
('10603', 5.0)	
('10604', 7.136574074074074)	
('10607', 6.0)	
('10611', 6.876654632972323)	
('1062', 6.827586206896552)	
('10620', 8.278299104509625)	
('10622', 7.078571428571428)	
('10623', 8.0)	
('10624', 7.585106382978723)	
('10627', 3.75)	
('10628', 7.711267605633803)	
('10629', 7.84)	
('10638', 7.507062146892656)	
('10639', 5.571428571428571)	
('1064', 7.596026490066225)	
('10643', 8.26595744680851)	
('10647', 7.385692068429238)	
('10648', 7.0)	
('1065', 8.271739130434783)	
('10653', 7.0)	
('10659', 7.236425339366516)	
('1066', 7.412858249419055)	
('10666', 6.762711864406779)	
('10668', 7.129496402877698)	
('1067', 6.919293820933166)	
('10671', 6.76008064516129)	
('10674', 5.1)	
('10679', 6.2125)	
('1068', 6.9)	
('10681', 7.467522052927025)	
('10683', 7.2330827067669174)	
('10686', 7.383202099737533)	
('10687', 6.928571428571429)	
('10688', 6.066666666666666)	
('10689', 6.76)	
('1069', 7.627906976744186)	
('10690', 7.25)	
('10691', 6.581818181818182)	
('10693', 6.545454545454546)	
('10694', 7.22463768115942)	
('10695', 6.534883720930233)	
('10697', 6.0)	
('107', 7.45740498034076)	
('1070', 6.861538461538461)	
('10701', 6.5)	
('10702', 7.0198170731707314)	
('10703', 7.544117647058823)	
('1071', 6.517857142857143)	
('10710', 5.945945945945946)	
('10711', 7.562759767248545)	
('10713', 7.590551181102362)	
('10714', 7.709090909090909)	
('10715', 7.8242038216560506)	
('10716', 7.774703557312253)	
('10717', 7.843501326259947)	
('10718', 7.181818181818182)	
('10719', 7.719387755102041)	
('1072', 7.858705560619873)	
('10720', 7.256410256410256)	
('10721', 8.240010946907498)	
('10723', 6.714285714285714)	
('10728', 6.296296296296297)	
('10731', 7.735849056603773)	
('10732', 7.275)	
('10735', 6.117647058823529)	
('10736', 5.888888888888889)	
('10737', 7.192037470725995)	
('10739', 6.756830601092896)	
('1074', 6.938600666349357)	
('10740', 7.087378640776699)	
('10742', 4.5)	
('10743', 5.333333333333333)	
('1075', 5.818181818181818)	
('10751', 6.25)	
('10755', 7.8)	
('10757', 5.0)	
('10758', 6.0)	
('10759', 7.0)	
('1076', 6.137931034482759)	
('10763', 4.166666666666667)	
('10764', 5.791666666666667)	
('10765', 7.451612903225806)	
('10766', 6.301587301587301)	
('10770', 6.450980392156863)	
('10774', 7.5)	
('10775', 7.491228070175438)	
('10779', 7.588235294117647)	
('1078', 7.535377358490566)	
('10780', 5.909090909090909)	
('1079', 7.370036101083032)	
('10790', 7.8915971776779985)	
('10792', 6.446428571428571)	
('10793', 7.996360989810771)	
('10794', 7.243418213206732)	
('10796', 6.43010752688172)	
('10798', 7.690455341506129)	
('10799', 6.381443298969073)	
('108', 7.4502762430939224)	
('1080', 7.569444444444445)	
('10800', 8.45273631840796)	
('10801', 5.895604395604396)	
('10802', 6.5)	
('10804', 7.517094017094017)	
('10805', 7.515975820379966)	
('10807', 7.029126213592233)	
('10808', 6.95764705882353)	
('1081', 7.78)	
('10810', 7.119402985074627)	
('10813', 5.285714285714286)	
('10815', 6.0)	
('10819', 7.365853658536586)	
('1082', 6.965811965811966)	
('10820', 7.25)	
('10821', 7.0)	
('10822', 7.590909090909091)	
('10823', 7.513513513513513)	
('10824', 7.28125)	
('10825', 7.604651162790698)	
('10827', 6.626086956521739)	
('1083', 6.885714285714286)	
('10832', 6.826086956521739)	
('10834', 7.553497942386831)	
('10838', 5.78695652173913)	
('1084', 6.492753623188406)	
('10842', 7.257009345794392)	
('10845', 6.143518518518518)	
('10849', 6.685185185185185)	
('1085', 6.833935018050542)	
('10851', 6.565217391304348)	
('10852', 4.0)	
('10855', 8.0)	
('10856', 8.0)	
('10859', 5.3125)	
('1086', 7.37772397094431)	
('10862', 7.393939393939394)	
('10863', 8.563212851405622)	
('10869', 5.666666666666667)	
('1087', 7.80983606557377)	
('10870', 7.466666666666667)	
('1088', 8.186784140969163)	
('10884', 7.41421143847487)	
('10886', 6.846153846153846)	
('1089', 8.235048678720444)	
('10893', 7.191115702479339)	
('10897', 6.95599862495703)	
('109', 7.113744075829384)	
('1090', 7.597916666666666)	
('10901', 6.333333333333333)	
('10904', 5.333333333333333)	
('10905', 6.781818181818182)	
('10906', 6.407407407407407)	
('10908', 6.2)	
('1091', 7.7330210772833725)	
('10916', 7.044776119402985)	
('10917', 7.076923076923077)	
('10918', 7.586872586872587)	
('1092', 8.096470588235293)	
('10920', 6.148148148148148)	
('10923', 7.293413173652695)	
('10924', 6.666666666666667)	
('10928', 7.489878542510121)	
('1093', 9.0)	
('10933', 6.878143133462283)	
('10934', 7.192380952380953)	
('10935', 7.848484848484849)	
('10936', 6.625)	
('10938', 6.862068965517241)	
('1094', 7.589473684210526)	
('10941', 6.2727272727272725)	
('10945', 6.924050632911392)	
('10947', 7.2153846153846155)	
('10948', 7.048387096774194)	
('10949', 7.093023255813954)	
('1095', 7.69785575048733)	
('10950', 7.0638297872340425)	
('10954', 5.185185185185185)	
('10958', 5.989690721649485)	
('1096', 7.916049382716049)	
('10967', 5.0)	
('1097', 6.477777777777778)	
('10979', 5.636363636363637)	
('1098', 6.271493212669683)	
('1099', 6.146341463414634)	
('10999', 7.782608695652174)	
('110', 7.709433962264151)	
('1100', 6.777777777777778)	
('11001', 7.977876106194691)	
('11005', 6.506122448979592)	
('11009', 7.2105263157894735)	
('1101', 7.372950819672131)	
('11013', 7.854065435698089)	
('11017', 7.6)	
('11019', 7.425806451612903)	
('1102', 5.45679012345679)	
('11021', 7.436781609195402)	
('1103', 7.02)	
('11031', 6.564516129032258)	
('11033', 7.417322834645669)	
('1104', 7.150753768844221)	
('11043', 7.25)	
('11049', 6.0)	
('1105', 5.818181818181818)	
('11053', 7.2727272727272725)	
('1106', 6.359550561797753)	
('11061', 9.234586063929383)	
('11065', 6.698795180722891)	
('11067', 6.64)	
('11069', 6.647887323943662)	
('1107', 6.555785123966942)	
('11073', 6.837398373983739)	
('11077', 7.465420560747663)	
('11079', 7.089619118745333)	
('1108', 7.473684210526316)	
('11083', 6.593283582089552)	
('11087', 4.0)	
('1109', 6.9289617486338795)	
('11093', 5.0)	
('11099', 6.5683060109289615)	
('111', 6.9823788546255505)	
('1110', 7.263502454991817)	
('11101', 6.0)	
('11103', 6.783950617283951)	
('1111', 7.38421052631579)	
('11111', 8.044787508804884)	
('11113', 8.202712886209495)	
('1112', 7.302564102564102)	
('11123', 8.459945291129348)	
('1113', 6.717391304347826)	
('11135', 8.148007590132828)	
('11141', 4.0)	
('1115', 6.1923076923076925)	
('1116', 7.604651162790698)	
('11161', 7.163150492264417)	
('1117', 7.4754540991654395)	
('11177', 6.318181818181818)	
('11179', 7.6913921948519235)	
('1118', 7.185185185185185)	
('11185', 5.7924528301886795)	
('11189', 5.181818181818182)	
('1119', 7.122846441947566)	
('112', 5.365384615384615)	
('1120', 7.354089709762533)	
('11203', 4.0)	
('11209', 6.889664804469274)	
('1121', 6.964723926380368)	
('11213', 3.0)	
('1122', 7.196078431372549)	
('11221', 8.0)	
('11227', 7.208791208791209)	
('1123', 7.037037037037037)	
('11235', 7.713754646840148)	
('11237', 8.0)	
('11239', 8.088414634146341)	
('1124', 7.44976076555024)	
('11241', 7.080860534124629)	
('11245', 6.0)	
('11255', 7.19921875)	
('1126', 7.611111111111111)	
('11266', 7.528144239226034)	
('11268', 7.666666666666667)	
('11269', 5.5)	
('1127', 7.21875)	
('11275', 4.0)	
('1128', 7.379310344827586)	
('11281', 7.923076923076923)	
('11285', 7.301687763713081)	
('1129', 7.327868852459017)	
('11299', 7.454545454545454)	
('113', 7.68389662027833)	
('1130', 6.809782608695652)	
('11307', 6.8)	
('11313', 7.417505030181086)	
('11319', 7.866031961917715)	
('1132', 7.257435897435897)	
('11321', 7.417142857142857)	
('1133', 7.427113702623907)	
('11339', 7.403326403326403)	
('11341', 7.532846715328467)	
('11349', 6.526315789473684)	
('1135', 7.414790996784566)	
('11355', 7.11)	
('11357', 4.0)	
('11359', 7.66553480475382)	
('1136', 6.968553459119497)	
('1137', 7.24)	
('11371', 7.820861678004535)	
('11375', 7.411042944785276)	
('1138', 7.173484848484849)	
('11385', 6.790560471976401)	
('11389', 5.4)	
('1139', 6.6)	
('114', 8.158766419189035)	
('1140', 7.487016428192899)	
('1141', 6.779661016949152)	
('11411', 5.388888888888889)	
('1142', 8.492494929006085)	
('1143', 6.80225988700565)	
('11433', 7.872751885515374)	
('1144', 7.411378555798687)	
('11441', 7.429951690821256)	
('11445', 6.375)	
('11447', 6.5)	
('1145', 7.422018348623853)	
('11457', 7.078651685393258)	
('1146', 7.665782493368701)	
('11465', 6.885714285714286)	
('11467', 6.720779220779221)	
('11469', 5.8)	
('1147', 7.4758364312267656)	
('1148', 6.302631578947368)	
('11483', 7.319672131147541)	
('11487', 7.465648854961832)	
('1149', 6.9296482412060305)	
('11491', 6.918330308529946)	
('11499', 7.649992954769621)	
('115', 6.979919678714859)	
('1150', 5.917808219178082)	
('11505', 6.9)	
('11507', 6.792035398230088)	
('1151', 7.17799352750809)	
('11511', 5.5)	
('1152', 7.150753768844221)	
('11521', 6.833333333333333)	
('11523', 6.32258064516129)	
('1153', 6.75)	
('11531', 7.920930232558139)	
('11533', 7.5)	
('11537', 6.75)	
('1154', 6.0588235294117645)	
('11543', 6.177777777777778)	
('11547', 6.3076923076923075)	
('1155', 5.791666666666667)	
('11553', 7.675438596491228)	
('1156', 6.290909090909091)	
('11561', 6.0)	
('11569', 6.538461538461538)	
('1157', 6.5700712589073635)	
('11577', 8.703476851017834)	
('11579', 5.857142857142857)	
('1158', 6.142857142857143)	
('11583', 6.878504672897196)	
('1159', 6.27027027027027)	
('11595', 6.777777777777778)	
('11597', 8.27505581012807)	
('116', 7.141141141141141)	
('1160', 5.587301587301587)	
('1161', 6.823529411764706)	
('11611', 3.0)	
('11615', 6.892753623188406)	
('11617', 7.78006589785832)	
('1162', 6.574074074074074)	
('1163', 6.646464646464646)	
('11633', 7.689739884393064)	
('11635', 7.295774647887324)	
('1164', 7.309917355371901)	
('1165', 6.925233644859813)	
('11659', 5.0)	
('1166', 7.213333333333333)	
('11661', 6.111111111111111)	
('11663', 7.914285714285715)	
('11665', 8.821601489757914)	
('1167', 6.236641221374046)	
('11673', 7.0)	
('11679', 6.0886075949367084)	
('1168', 7.2485207100591715)	
('11685', 6.6)	
('11687', 5.0625)	
('11689', 3.8518518518518516)	
('1169', 7.0120481927710845)	
('11691', 5.325581395348837)	
('11693', 6.0)	
('11695', 3.0)	
('11697', 7.516985138004246)	
('11699', 6.345454545454546)	
('117', 7.587896253602305)	
('1170', 7.5125)	
('11701', 7.6251118401431555)	
('11703', 7.143293458895394)	
('11705', 6.291338582677166)	
('1171', 7.551663747810858)	
('11715', 6.190184049079755)	
('11717', 6.423076923076923)	
('1172', 8.0142954390742)	
('11729', 5.375)	
('11735', 6.473684210526316)	
('11737', 7.984195847536411)	
('11739', 8.182584269662922)	
('1174', 7.18780487804878)	
('11741', 8.817303978370028)	
('11743', 7.819390581717451)	
('11745', 6.867647058823529)	
('11747', 6.649122807017544)	
('11749', 5.655172413793103)	
('1175', 6.230769230769231)	
('11751', 7.260797342192691)	
('11755', 6.7100840336134455)	
('11757', 8.140212846826302)	
('11759', 7.830651426034846)	
('1176', 6.052631578947368)	
('11761', 7.320955763642234)	
('11763', 6.273318872017353)	
('11767', 6.0)	
('11769', 6.473895582329317)	
('1177', 6.7114093959731544)	
('11771', 8.611434511434512)	
('11773', 6.716216216216216)	
('11777', 7.563218390804598)	
('1178', 6.898989898989899)	
('11783', 7.499722376457523)	
('11785', 7.4021377672209026)	
('11787', 7.130434782608695)	
('11789', 5.5)	
('1179', 7.28)	
('11791', 5.333333333333333)	
('11793', 7.737804878048781)	
('11795', 6.217391304347826)	
('11799', 6.611111111111111)	
('118', 6.976851851851852)	
('1180', 7.327102803738318)	
('11807', 7.048780487804878)	
('11809', 6.864864864864865)	
('1181', 7.007142857142857)	
('11813', 8.111545988258317)	
('11815', 6.055555555555555)	
('1182', 6.836538461538462)	
('11825', 5.5)	
('11827', 7.377142857142857)	
('11829', 7.0)	
('1183', 5.895522388059701)	
('11835', 8.0)	
('11837', 7.17602642756017)	
('1184', 7.299295774647887)	
('11841', 8.0)	
('11843', 8.43549557393702)	
('1185', 6.895833333333333)	
('11853', 6.65)	
('11855', 6.145833333333333)	
('11859', 6.701357466063349)	
('1186', 7.138888888888889)	
('11867', 6.189655172413793)	
('11869', 4.678571428571429)	
('1187', 6.83248730964467)	
('11873', 8.0)	
('11879', 7.549090909090909)	
('1188', 6.5476190476190474)	
('11883', 4.115384615384615)	
('11887', 8.147436729396496)	
('11889', 7.6893424036281175)	
('1189', 6.846153846153846)	
('11897', 4.275862068965517)	
('119', 6.902202643171806)	
('1190', 7.635185185185185)	
('1191', 7.49685534591195)	
('11911', 6.75)	
('11915', 4.333333333333333)	
('11917', 8.56989247311828)	
('11919', 3.3333333333333335)	
('1192', 7.264598540145985)	
('1193', 6.725274725274725)	
('11933', 7.863712978569708)	
('1194', 7.0592255125284735)	
('1195', 7.784115978569178)	
('1196', 7.605263157894737)	
('11969', 6.515151515151516)	
('11977', 8.378260869565217)	
('11979', 8.589308442935936)	
('1198', 6.831950207468879)	
('11981', 8.603178879310345)	
('11995', 6.0)	
('11997', 6.535211267605634)	
('120', 7.966306836768073)	
('1200', 5.761904761904762)	
('12001', 7.48068669527897)	
('12005', 4.0)	
('12015', 7.652956298200514)	
('12017', 8.264150943396226)	
('1202', 6.382289416846652)	
('12021', 7.981884057971015)	
('12027', 8.4)	
('12029', 8.764868603042878)	
('1203', 7.826086956521739)	
('12031', 8.310418904403868)	
('12035', 7.173913043478261)	
('12039', 10.0)	
('1204', 7.118881118881119)	
('12049', 7.838616714697406)	
('1205', 7.562372188139059)	
('12053', 7.687010954616588)	
('12055', 6.823943661971831)	
('12057', 6.851351351351352)	
('12059', 5.874074074074074)	
('1206', 7.526315789473684)	
('12061', 4.9)	
('12065', 6.359477124183006)	
('12067', 7.617363344051447)	
('12069', 8.29054054054054)	
('1207', 7.428571428571429)	
('12079', 7.47421875)	
('1208', 7.5)	
('1209', 7.157894736842105)	
('12091', 7.0)	
('121', 8.453356459778735)	
('1210', 8.479379666858128)	
('12101', 6.486486486486487)	
('1211', 7.944615384615385)	
('12113', 8.18932874354561)	
('12115', 8.425380228136882)	
('12117', 7.988235294117647)	
('12119', 7.2125)	
('1212', 7.4723032069970845)	
('12121', 6.2)	
('12123', 6.3526011560693645)	
('12131', 6.507692307692308)	
('12133', 6.785714285714286)	
('12135', 6.823529411764706)	
('12137', 7.492063492063492)	
('1214', 7.188552188552189)	
('12141', 5.571428571428571)	
('12143', 7.271186440677966)	
('12145', 8.2)	
('12149', 7.767748478701826)	
('1215', 7.24886191198786)	
('12157', 5.909090909090909)	
('1216', 5.746031746031746)	
('12163', 8.5)	
('1217', 6.412322274881516)	
('12175', 7.448186528497409)	
('1218', 7.045421773612112)	
('12187', 7.6460905349794235)	
('12189', 8.300452488687784)	
('1219', 7.219211822660099)	
('12191', 7.488372093023256)	
('122', 8.197835237522549)	
('1220', 6.255813953488372)	
('1221', 6.854251012145749)	
('1222', 7.7829754601226995)	
('12221', 7.136363636363637)	
('12223', 7.285714285714286)	
('12225', 6.826086956521739)	
('1223', 6.271523178807947)	
('12231', 7.420260782347041)	
('12237', 6.0476190476190474)	
('12239', 5.944444444444445)	
('1224', 6.328828828828829)	
('12243', 4.0)	
('1225', 7.12396694214876)	
('12255', 7.1506849315068495)	
('12259', 6.0)	
('1226', 6.2214285714285715)	
('12267', 8.0)	
('1227', 5.551724137931035)	
('12279', 7.142857142857143)	
('1228', 6.506666666666667)	
('12281', 7.274959083469722)	
('12291', 7.790331974373908)	
('12293', 7.502729945401092)	
('12295', 5.4)	
('123', 7.879310344827586)	
('1230', 7.140096618357488)	
('1231', 7.588390501319261)	
('12317', 6.884226884226885)	
('1232', 6.806282722513089)	
('12321', 7.231083844580777)	
('1233', 6.791666666666667)	
('12337', 8.0)	
('1234', 6.253012048192771)	
('12341', 2.0)	
('12343', 7.027777777777778)	
('12347', 6.852941176470588)	
('1235', 6.839449541284404)	
('12351', 7.0)	
('12355', 8.932257091128546)	
('1236', 7.555555555555555)	
('12361', 7.285714285714286)	
('12365', 8.838633686690224)	
('12367', 6.488888888888889)	
('1237', 7.507544581618656)	
('12373', 6.833333333333333)	
('12375', 7.311475409836065)	
('1238', 7.679542203147354)	
('1239', 7.697078651685393)	
('12391', 8.0)	
('12393', 7.5)	
('12397', 7.0)	
('12399', 6.0)	
('124', 7.133204633204633)	
('1240', 7.726598702502317)	
('12401', 7.0)	
('12403', 8.006754072308304)	
('1241', 7.721115537848606)	
('12411', 6.380952380952381)	
('12413', 8.096671105193076)	
('12419', 7.419047619047619)	
('12429', 6.611464968152866)	
('1243', 7.041176470588235)	
('12431', 8.819148936170214)	
('12433', 6.30379746835443)	
('12437', 6.765060240963855)	
('12439', 8.0)	
('1244', 5.518518518518518)	
('12441', 9.0)	
('12445', 8.061078998073217)	
('12447', 6.4)	
('12449', 6.498771498771498)	
('1245', 6.207142857142857)	
('12455', 6.810126582278481)	
('1246', 7.266187050359712)	
('12461', 7.030769230769231)	
('12467', 7.5482936252414685)	
('1247', 6.594594594594595)	
('12471', 7.199295774647887)	
('12477', 8.324620573355817)	
('1248', 7.075313807531381)	
('12481', 7.555555555555555)	
('12483', 7.0)	
('12485', 8.0)	
('12487', 7.935281837160751)	
('1249', 7.123762376237623)	
('12497', 7.0)	
('12499', 7.6)	
('125', 6.854166666666667)	
('1250', 7.636403702071397)	
('12501', 5.797752808988764)	
('12503', 6.944325481798715)	
('12505', 7.066037735849057)	
('1251', 7.754385964912281)	
('1252', 5.8)	
('12521', 5.75)	
('1253', 8.001106194690266)	
('12531', 8.609720534629405)	
('1254', 8.044919319668557)	
('12549', 7.077062010836845)	
('1255', 7.621212121212121)	
('12551', 5.0)	
('1256', 7.279661016949152)	
('12561', 5.0)	
('12563', 3.0)	
('12565', 7.188235294117647)	
('12569', 6.333333333333333)	
('1257', 8.30791229742612)	
('12579', 6.676470588235294)	
('1258', 7.327455919395466)	
('12581', 6.600213219616204)	
('12585', 6.833333333333333)	
('12589', 5.0)	
('1259', 7.487804878048781)	
('12591', 7.583333333333333)	
('12599', 5.137931034482759)	
('126', 7.3164556962025316)	
('1260', 7.258152173913044)	
('12603', 5.857142857142857)	
('1261', 7.24793388429752)	
('12611', 6.7375)	
('1262', 6.688405797101449)	
('12623', 7.475)	
('1263', 6.47)	
('12637', 7.329113924050633)	
('1264', 7.345323741007194)	
('1265', 7.305084745762712)	
('12651', 7.3428571428571425)	
('12657', 3.0)	
('12659', 7.5)	
('1266', 7.142857142857143)	
('12661', 7.181818181818182)	
('12663', 7.333333333333333)	
('12665', 6.210355987055016)	
('12669', 7.4144295302013425)	
('1267', 6.585365853658536)	
('12671', 6.866666666666666)	
('12673', 7.392016376663255)	
('12677', 6.416256157635468)	
('12679', 7.6580259222333)	
('1268', 5.87719298245614)	
